location,bhk,total_sqft,bath,price,sqft_per_bedroom
Electronic City,2,1140.0,2.0,32.92,570.0
Sarjapur,3,3009.0,3.0,330.0,1003.0
Hanumantha Nagar,8,3300.0,8.0,310.0,412.5
Chandapura,2,800.0,1.0,30.0,400.0
Chikkabanavar,5,2000.0,4.0,65.0,400.0
Prasanti Nagar,4,1200.0,4.0,190.0,300.0
3rd Block Hrbr Layout,2,1300.0,2.0,95.0,650.0
Kanakpura Road,2,1220.0,2.0,60.0,610.0
Sarjapur  Road,3,2289.0,3.0,178.0,763.0
Whitefield,2,1170.0,2.0,56.0,585.0
Vignana Nagar,2,1350.0,2.0,89.5,675.0
Kambipura,2,883.0,2.0,45.0,441.5
Thanisandra,3,1698.0,3.0,125.0,566.0
Electronic City Phase II,4,2187.5,4.0,105.0,546.875
Ambalipura,2,1060.0,2.0,58.5,530.0
Somasundara Palya,2,1185.0,2.0,75.0,592.5
Padmanabhanagar,3,2051.0,3.0,180.0,683.6666666666666
Vittasandra,2,1404.0,2.0,72.0,702.0
Electronic City Phase II,2,1252.0,2.0,67.0,626.0
Bannerghatta Road,3,1885.0,3.0,125.0,628.3333333333334
Kaikondrahalli,6,3381.0,6.0,225.0,563.5
Hormavu,2,980.0,2.0,42.0,490.0
Rajaji Nagar,3,2500.0,3.0,340.0,833.3333333333334
Banashankari,3,1420.0,3.0,66.0,473.3333333333333
Medahalli,6,1166.0,6.0,135.0,194.33333333333334
"Banasawadi, ",3,2312.0,3.0,156.0,770.6666666666666
Kaggadasapura,4,3000.0,4.0,130.0,750.0
Jayamahal,2,1175.0,2.0,70.0,587.5
Vinayaka Nagar,2,1145.0,2.0,51.0,572.5
Bhoganhalli,2,970.0,2.0,52.5,485.0
Electronic City,2,1125.0,2.0,32.49,562.5
Whitefield,3,1639.5,3.0,92.63,546.5
9th Phase JP Nagar,4,5000.0,4.0,300.0,1250.0
3rd Block Jayanagar,3,2150.0,3.0,240.0,716.6666666666666
Ramagondanahalli,3,1635.0,3.0,57.0,545.0
Harlur,3,3425.0,3.0,320.0,1141.6666666666667
Hennur Road,4,2950.0,4.0,253.0,737.5
Jalahalli,1,1200.0,2.0,66.0,1200.0
Kathriguppe,3,1335.0,2.0,73.43,445.0
Hebbal,4,4450.0,6.0,449.0,1112.5
Yeshwanthpur,2,1166.0,2.0,64.08,583.0
Rajaji Nagar,3,2390.0,3.0,372.0,796.6666666666666
Shivaji Nagar,3,1460.0,2.0,90.0,486.6666666666667
Gulimangala,3,1690.0,3.0,50.0,563.3333333333334
Nagashetty Halli,4,1386.0,3.0,93.0,346.5
Devasandra Extension,2,1090.0,2.0,32.0,545.0
Thanisandra,3,1732.0,3.0,85.73,577.3333333333334
Whitefield,2,1390.0,2.0,72.0,695.0
Sector 2 HSR Layout,2,1095.0,2.0,85.41,547.5
Kengeri,1,416.0,1.0,17.19,416.0
Channasandra Layout,3,2400.0,2.0,50.0,800.0
Yelahanka,3,1350.0,2.0,85.0,450.0
Bannerghatta Road,3,1453.0,2.0,73.0,484.3333333333333
Thanisandra,2,1226.0,2.0,65.0,613.0
Kasturi Nagar,4,784.0,2.0,165.0,196.0
Hegde Nagar,3,1168.0,2.0,68.0,389.3333333333333
Bannerghatta,3,1776.0,3.0,124.0,592.0
Whitefield,3,1634.0,3.0,68.0,544.6666666666666
Hormavu,2,860.0,2.0,56.0,430.0
Kamala Nagar,3,2800.0,3.0,400.0,933.3333333333334
Nagasandra,3,1650.0,3.0,95.0,550.0
Whitefield,2,1190.0,2.0,70.0,595.0
JP Nagar,2,1133.0,2.0,33.99,566.5
Suraksha Nagar,3,1559.0,3.0,62.0,519.6666666666666
Horamavu Banaswadi,3,1448.0,4.0,118.0,482.6666666666667
Sathya Sai Layout,4,6652.0,6.0,510.0,1663.0
Kodichikkanahalli,2,976.0,2.0,50.0,488.0
Bank Of Baroda Colony,4,1350.0,4.0,240.0,337.5
Yelahanka,3,1590.0,2.0,54.0,530.0
Binny Pete,4,2940.0,6.0,201.0,735.0
Yelahanka,3,1633.0,3.0,110.0,544.3333333333334
Ramagondanahalli,2,1151.0,2.0,46.0,575.5
Kereguddadahalli,3,1400.0,2.0,42.0,466.6666666666667
Uttarahalli,2,1037.0,2.0,36.0,518.5
Thanisandra,2,1188.0,2.0,36.0,594.0
Raja Rajeshwari Nagar 5th Stage,2,1060.0,2.0,52.0,530.0
Thigalarapalya,3,2215.0,4.0,162.0,738.3333333333334
Hennur,2,1255.0,2.0,54.5,627.5
Ganesha Block,3,2500.0,2.0,300.0,833.3333333333334
Hormavu,2,1075.0,2.0,53.7,537.5
Harlur,4,2569.0,5.0,180.0,642.25
ITPL,2,900.0,2.0,27.0,450.0
Kudlu Gate,2,1183.0,2.0,79.54,591.5
HSR Layout,2,1100.0,2.0,44.0,550.0
GM Palaya,3,1643.0,2.0,70.0,547.6666666666666
Banagiri Nagar,3,1500.0,2.0,120.0,500.0
Jakkur,2,1291.0,2.0,75.0,645.5
Hennur,3,1150.0,3.0,80.0,383.3333333333333
Electronic City,2,1060.0,2.0,55.0,530.0
7th Phase JP Nagar,3,1575.0,2.0,110.0,525.0
BHEL Layout,5,1200.0,4.0,160.0,240.0
Byrathi Village,4,1700.0,3.0,55.0,425.0
Mahadevpura,2,1236.0,2.0,58.0,618.0
Ramamurthy Nagar,3,1350.0,2.0,39.0,450.0
Malleshwaram,3,2475.0,4.0,326.0,825.0
Pai Layout,6,3800.0,6.0,175.0,633.3333333333334
Haralur Road,4,4694.0,5.0,375.0,1173.5
Electronic City,2,1200.0,2.0,34.66,600.0
Hulimavu,4,1200.0,4.0,75.0,300.0
Harlur,2,1225.0,2.0,56.0,612.5
Thanisandra,2,1056.0,2.0,75.0,528.0
9th Phase JP Nagar,3,1240.0,2.0,42.85,413.3333333333333
Banashankari,3,1200.0,3.0,74.52,400.0
Kudlu Gate,3,1850.0,3.0,110.0,616.6666666666666
Amblipura,4,3150.0,4.0,180.0,787.5
Naganathapura,1,1200.0,1.0,39.82,1200.0
Dodda Banaswadi,4,1018.0,4.0,150.0,254.5
Konena Agrahara,5,3520.0,6.0,460.0,704.0
Chandapura,3,1185.0,2.0,30.22,395.0
Jigani,2,918.0,2.0,56.0,459.0
GD Layout,3,1330.0,2.0,68.0,443.3333333333333
Munnekollal,3,1540.0,2.0,70.0,513.3333333333334
Lakshminarayana Pura,2,1200.0,2.0,80.0,600.0
Sunkan palya,2,927.0,2.0,37.0,463.5
Sarjapur,4,2585.5,4.0,115.0,646.375
CV Raman Nagar,3,1400.0,2.0,78.0,466.6666666666667
Hosur Road,2,1345.0,2.0,106.0,672.5
1st Phase JP Nagar,4,1900.0,3.0,400.0,475.0
8th Phase JP Nagar,2,1510.0,2.0,80.0,755.0
Malleshwaram,2,302.0,2.0,25.0,151.0
ITPL,3,1500.0,3.0,61.52,500.0
Yelahanka,1,827.5,1.0,42.535,827.5
Vidyaranyapura,3,1100.0,2.0,72.0,366.6666666666667
Sunkadakatte,3,1200.0,3.0,68.0,400.0
Kanakpura Road,3,1100.0,3.0,53.0,366.6666666666667
Hormavu,4,2282.0,4.0,115.0,570.5
Jayanti Nagar,2,760.0,2.0,37.49,380.0
Sarjapur,3,2172.0,3.0,100.0,724.0
Yeshwanthpur Industrial Suburb,6,3800.0,6.0,390.0,633.3333333333334
Kumaraswami Layout,4,600.0,2.0,72.0,150.0
8th Phase JP Nagar,3,3300.0,3.0,165.0,1100.0
Thubarahalli,3,1242.0,3.0,51.0,414.0
Moodalapalya,1,410.0,1.0,48.0,410.0
Uttarahalli,3,1245.0,2.0,43.58,415.0
Kadugodi,2,1088.0,2.0,44.0,544.0
Sahakara Nagar,2,1200.0,2.0,46.0,600.0
TC Palaya,3,1995.0,3.0,100.0,665.0
Haralur Road,2,1309.0,2.0,82.0,654.5
BTM 1st Stage,3,1717.0,3.0,200.0,572.3333333333334
7th Phase JP Nagar,3,2100.0,3.0,200.0,700.0
Gayathri Nagar,2,880.0,1.0,90.0,440.0
Abbigere,6,1200.0,6.0,95.0,200.0
Maruthi Nagar,3,1250.0,3.0,42.0,416.6666666666667
Hebbal,3,3520.0,5.0,240.0,1173.3333333333333
5th Phase JP Nagar,2,1041.0,2.0,54.0,520.5
Sarjapur  Road,3,1505.0,2.0,60.0,501.6666666666667
Bannerghatta,3,1776.0,3.0,150.0,592.0
Bellandur,3,1767.0,3.0,89.0,589.0
Rajiv Gandhi Nagar,2,1293.0,2.0,80.0,646.5
Kengeri,2,1320.0,2.0,50.0,660.0
Bhuvaneshwari Nagar,2,1280.0,2.0,68.48,640.0
Thanisandra,2,1245.0,2.0,83.05,622.5
Haralur Road,2,1027.0,1.0,44.0,513.5
Yelenahalli,2,1200.0,2.0,46.17,600.0
Kanakpura Road,3,1100.0,3.0,58.0,366.6666666666667
Medahalli,3,1065.0,3.0,72.0,355.0
Kannamangala,3,1814.0,3.0,129.0,604.6666666666666
Ramagondanahalli,3,1610.0,2.0,112.0,536.6666666666666
Kumaraswami Layout,1,850.0,1.0,78.0,850.0
Kasavanhalli,3,1600.0,3.0,79.0,533.3333333333334
Old Mangammanapalya Road,3,3200.0,4.0,140.0,1066.6666666666667
Canara Bank Colony,3,1250.0,2.0,77.13,416.6666666666667
Haralur Road,2,1243.0,2.0,46.0,621.5
Kanakpura Road,3,1452.0,3.0,60.98,484.0
Ittamadu,3,1475.0,3.0,75.0,491.6666666666667
Electronic City,2,1353.0,2.0,75.0,676.5
Maruthi Sevanagar,4,2100.0,3.0,210.0,525.0
Electronics City Phase 1,3,1750.0,3.0,58.0,583.3333333333334
Whitefield,4,4800.0,4.0,550.0,1200.0
Sahakara Nagar,2,1270.0,2.0,96.0,635.0
Battarahalli,4,2700.0,3.0,75.0,675.0
8th Phase JP Nagar,4,1200.0,4.0,270.0,300.0
Thanisandra,4,2695.0,4.0,188.0,673.75
Hessarghatta,3,1330.0,3.0,65.0,443.3333333333333
Electronic City,2,660.0,1.0,18.0,330.0
BTM 2nd Stage,2,1400.0,2.0,90.0,700.0
Gubbalala,4,4000.0,5.0,195.0,1000.0
Kanakpura Road,3,1700.0,3.0,75.0,566.6666666666666
Kasavanhalli,2,1585.0,2.0,90.0,792.5
Kothanur,3,1385.0,3.0,67.0,461.6666666666667
Electronic City,2,1128.0,2.0,67.0,564.0
Whitefield,4,60.0,4.0,218.0,15.0
1Kasavanhalli,18,1200.0,18.0,200.0,66.66666666666667
HSR Layout,2,1203.0,2.0,60.0,601.5
Mallasandra,2,905.0,2.0,35.0,452.5
Hennur Road,3,1450.0,3.0,79.0,483.3333333333333
Varthur,2,1105.0,2.0,38.0,552.5
Channasandra,2,1200.0,2.0,46.13,600.0
Jalahalli,3,1530.0,2.0,89.0,510.0
Whitefield,2,1105.0,2.0,35.4,552.5
Dasarahalli,2,1333.0,2.0,78.56,666.5
Hongasandra,2,1065.0,2.0,45.0,532.5
Haralur Road,2,1243.0,2.0,46.0,621.5
Old Madras Road,3,1530.0,3.0,76.34,510.0
Margondanahalli,2,1200.0,2.0,65.0,600.0
Whitefield,2,1270.0,2.0,94.0,635.0
Bellandur,3,1830.0,3.0,89.0,610.0
Chandapura,2,900.0,2.0,35.0,450.0
Attibele,4,2400.0,2.0,250.0,600.0
Varsova Layout,6,7000.0,6.0,560.0,1166.6666666666667
Bannerghatta Road,3,1450.0,2.0,78.0,483.3333333333333
J C Nagar,3,1525.0,3.0,65.0,508.3333333333333
Mahalakshmi Layout,2,1080.0,2.0,67.0,540.0
Bagalur Main Road,2,1220.0,2.0,72.0,610.0
Begur Road,2,1200.0,2.0,44.4,600.0
Bommanahalli,2,1355.0,2.0,73.17,677.5
R.T. Nagar,3,2400.0,3.0,348.0,800.0
Govindapura,2,1500.0,2.0,60.0,750.0
Koramangala,2,1355.0,2.0,95.0,677.5
Electronic City,2,1070.0,2.0,57.0,535.0
CV Raman Nagar,3,1980.0,4.0,180.0,660.0
Bommasandra,2,842.0,2.0,30.0,421.0
Bannerghatta Road,1,700.0,1.0,31.2,700.0
Doddakammanahalli,3,2500.0,4.0,65.0,833.3333333333334
"Kanakapura Road, ",3,1884.0,3.0,95.0,628.0
Dena Bank Colony,2,1100.0,2.0,75.0,550.0
Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,598.0
Budigere,3,1820.0,3.0,85.0,606.6666666666666
Basavanapura,8,1200.0,8.0,145.0,150.0
Thanisandra,2,1185.0,2.0,43.5,592.5
Varthur,3,2145.0,3.0,170.0,715.0
Whitefield,2,1220.0,2.0,89.0,610.0
Whitefield,2,1116.0,2.0,51.91,558.0
6th Phase JP Nagar,2,1192.0,2.0,75.0,596.0
Marathahalli,3,1449.0,3.0,110.0,483.0
Ardendale,3,2500.0,3.0,250.0,833.3333333333334
Electronic City,3,1700.0,3.0,90.0,566.6666666666666
Hebbal,3,1920.0,3.0,150.0,640.0
BTM 4th Stage,2,1350.0,2.0,90.0,675.0
Devanahalli Int. Airport,4,4800.0,5.0,350.0,1200.0
"Sarjapur Road, ",3,1700.0,3.0,74.0,566.6666666666666
Hoodi,2,1447.0,3.0,76.0,723.5
Kanakpura Road,2,1329.0,2.0,107.0,664.5
Sarjapur  Road,3,1314.0,2.0,70.44,438.0
Hal old airport road,3,1200.0,3.0,110.0,400.0
Basavangudi,6,1214.0,3.0,220.0,202.33333333333334
Hosa Road,3,1513.0,3.0,103.0,504.3333333333333
Vittasandra,2,1246.0,2.0,67.5,623.0
Ganga Nagar,1,705.0,1.0,65.0,705.0
Dasarahalli,2,1220.0,2.0,62.0,610.0
Yelahanka New Town,3,1800.0,2.0,45.0,600.0
Kaval Byrasandra,3,1400.0,3.0,75.0,466.6666666666667
Kasavanhalli,2,1245.0,2.0,80.0,622.5
Anantapuram,3,1495.0,2.0,63.0,498.3333333333333
Nagavara,3,2000.0,2.0,275.0,666.6666666666666
Gollarapalya Hosahalli,2,996.0,2.0,36.5,498.0
Yelahanka New Town,2,1000.0,2.0,44.0,500.0
Chikka Banaswadi,2,1250.0,2.0,75.0,625.0
Chandapura,2,975.0,2.0,24.86,487.5
Thanisandra,3,1261.0,2.0,80.0,420.3333333333333
Electronics City Phase 1,2,1080.0,2.0,46.0,540.0
Akshayanagara East,2,1230.0,2.0,50.0,615.0
Kammasandra,2,982.0,2.0,25.53,491.0
Bommasandra,3,1260.0,3.0,49.36,420.0
HSR Layout,3,1590.0,2.0,135.0,530.0
Horamavu Agara,2,1220.0,2.0,39.0,610.0
Electronic City Phase II,3,1320.0,2.0,38.12,440.0
Green Glen Layout,3,1750.0,3.0,105.0,583.3333333333334
Whitefield,3,1436.0,2.0,62.15,478.6666666666667
TC Palaya,3,1200.0,2.0,66.0,400.0
Malleshwaram,2,1500.0,2.0,140.0,750.0
Varthur,3,1560.0,3.0,90.0,520.0
Whitefield,3,3758.0,3.0,300.0,1252.6666666666667
Belatur,2,1275.0,2.0,59.0,637.5
Ramanjaneyanagar,2,1040.0,2.0,36.4,520.0
Bellandur,3,2400.0,3.0,115.0,800.0
Chamrajpet,6,1500.0,9.0,230.0,250.0
Kaggalipura,4,3150.0,5.0,212.0,787.5
Karuna Nagar,3,1960.0,3.0,165.0,653.3333333333334
JP Nagar,4,3200.0,5.0,309.0,800.0
Yeshwanthpur,2,1195.0,2.0,100.0,597.5
Yelahanka,2,1195.0,2.0,53.105,597.5
Hosakerehalli,5,4500.0,5.0,145.0,900.0
Ulsoor,3,450.0,3.0,70.0,150.0
Sathya Sai Layout,4,4304.0,4.0,699.0,1076.0
Javarandoddi,1,648.0,1.0,40.0,648.0
Sarjapur  Road,3,2100.0,3.0,130.0,700.0
Thanisandra main road,4,4209.0,4.0,602.0,1052.25
Kudlu,2,1027.0,2.0,44.0,513.5
Whitefield,4,1575.0,4.0,250.0,393.75
Bommasandra,3,1365.0,3.0,52.82,455.0
Yelahanka New Town,1,650.0,1.0,18.0,650.0
Chandapura,3,1200.0,2.0,52.0,400.0
Cooke Town,2,1100.0,2.0,90.0,550.0
7th Phase JP Nagar,3,1075.0,2.0,57.0,358.3333333333333
Banashankari,2,1100.0,2.0,63.0,550.0
Akshya Nagar,3,1320.0,2.0,58.0,440.0
Kammasandra,3,1500.0,3.0,65.0,500.0
Vijaypura,4,1200.0,5.0,150.0,300.0
Bapuji Nagar,4,1125.0,3.0,126.0,281.25
Vittasandra,2,1246.0,2.0,67.5,623.0
Bhoganhalli,3,1718.0,3.0,90.2,572.6666666666666
Bisuvanahalli,3,1075.0,2.0,32.0,358.3333333333333
Chennammana Kere,3,1480.0,3.0,75.48,493.3333333333333
Austin Town,1,500.0,1.0,13.0,500.0
3rd Block Banashankari,5,2400.0,4.0,325.0,480.0
Kaikondrahalli,4,1200.0,4.0,125.0,300.0
Kanakpura Road,2,1041.0,2.0,36.44,520.5
Doddanekundi,2,1128.0,2.0,48.4,564.0
Hosur Road,3,1685.0,3.0,90.0,561.6666666666666
Guddadahalli,2,1180.0,2.0,65.0,590.0
Ejipura,2,1200.0,2.0,60.0,600.0
Mangammanapalya,3,1250.0,3.0,39.5,416.6666666666667
Kanakpura Road,2,900.0,2.0,41.0,450.0
Chelekare,2,1000.0,2.0,45.0,500.0
Yelahanka New Town,2,600.0,2.0,80.0,300.0
2nd Stage Nagarbhavi,4,600.0,3.0,82.0,150.0
Vittasandra,2,1404.0,2.0,70.0,702.0
Ramagondanahalli,3,1610.0,2.0,115.0,536.6666666666666
Varthur,2,1760.0,2.0,85.0,880.0
Amam Enclave Layout,2,975.0,2.0,55.0,487.5
Kashi Nagar,2,1190.0,2.0,42.0,595.0
Kudlu,2,1110.0,2.0,46.0,555.0
Rajaji Nagar,3,2415.0,3.0,399.0,805.0
Gunjur,2,1235.0,2.0,44.5,617.5
Nanjappa Garden,2,1275.0,2.0,55.0,637.5
Victoria Layout,2,1115.0,2.0,115.0,557.5
Harlur,2,1197.0,2.0,76.0,598.5
Begur Road,1,644.0,1.0,32.0,644.0
Bellandur,2,1251.0,2.0,47.0,625.5
Neeladri Nagar,2,1105.0,2.0,30.0,552.5
4th Phase JP Nagar,2,1080.0,2.0,38.0,540.0
Kudlu,4,2100.0,3.0,114.0,525.0
Kammanahalli,4,1600.0,4.0,200.0,400.0
NRI Layout,3,1731.0,3.0,64.11,577.0
Hormavu,2,1206.0,2.0,55.0,603.0
Choodasandra,3,1560.0,3.0,78.0,520.0
7th Phase JP Nagar,1,750.0,1.0,47.0,750.0
Billekahalli,2,1035.0,2.0,90.0,517.5
Ramamurthy Nagar,7,1200.0,6.0,150.0,171.42857142857142
Sarjapur  Road,1,702.0,1.0,35.8,702.0
Attibele,3,1700.0,3.0,65.0,566.6666666666666
HRBR Layout,2,1145.0,2.0,68.5,572.5
Ramamurthy Nagar,3,1208.0,2.0,43.5,402.6666666666667
Brookefield,3,1589.0,3.0,74.0,529.6666666666666
Allalasandra,2,560.0,2.0,22.0,280.0
Yelahanka New Town,3,1426.0,2.0,61.5,475.3333333333333
Green Glen Layout,3,1885.0,3.0,135.0,628.3333333333334
Old Madras Road,2,935.0,2.0,37.77,467.5
Old Madras Road,2,1171.0,2.0,73.0,585.5
Singasandra,2,1465.0,2.0,60.0,732.5
Budigere,3,1820.0,3.0,95.0,606.6666666666666
Raja Rajeshwari Nagar,3,1580.0,2.0,66.85,526.6666666666666
Whitefield,3,1452.0,2.0,46.29,484.0
Hennur Road,3,1445.0,2.0,89.56,481.6666666666667
Gollahalli,2,1170.0,2.0,39.0,585.0
Anjappa Layout,2,1070.0,2.0,50.0,535.0
Kanakpura Road,3,1100.0,3.0,53.0,366.6666666666667
Kothanur,2,1140.0,2.0,56.0,570.0
Rachenahalli,3,2600.0,3.0,160.0,866.6666666666666
Shikaripalya,3,1532.0,3.0,59.75,510.6666666666667
AGS Layout,2,1150.0,2.0,46.0,575.0
Jakkur,2,1473.0,2.0,85.0,736.5
Kathriguppe,3,1350.0,3.0,80.99,450.0
Prithvi Layout,4,4040.0,4.0,500.0,1010.0
CV Raman Nagar,3,1980.0,4.0,166.0,660.0
Hoodi,3,1660.0,3.0,128.0,553.3333333333334
Kogilu,7,2456.0,7.0,85.0,350.85714285714283
Chamrajpet,2,650.0,2.0,45.0,325.0
Neeladri Nagar,5,4000.0,5.0,425.0,800.0
Malleshwaram,3,2475.0,4.0,340.0,825.0
Chikkakannalli,3,1495.0,3.0,90.0,498.3333333333333
R.T. Nagar,2,1080.0,2.0,48.0,540.0
Electronic City,3,1521.0,2.0,57.5,507.0
Aishwarya Crystal Layout,2,1053.0,2.0,51.0,526.5
Binny Pete,3,2406.0,5.0,289.0,802.0
Kanakpura Road,4,800.0,5.0,115.0,200.0
7th Phase JP Nagar,2,1050.0,2.0,42.0,525.0
Thanisandra,3,1430.0,2.0,51.48,476.6666666666667
Begur,3,2400.0,3.0,12.0,800.0
OLd Gurappanapalya,3,1250.0,3.0,39.0,416.6666666666667
Ramanagara Channapatna,4,1200.0,2.0,75.0,300.0
Ulsoor,1,840.0,1.0,150.0,840.0
Uttarahalli,2,1000.0,2.0,39.5,500.0
Bannerghatta Road,3,1630.0,3.0,68.0,543.3333333333334
Kammasandra,2,985.0,2.0,40.5,492.5
BTM 2nd Stage,2,1200.0,2.0,70.0,600.0
Ambalipura,3,1650.0,3.0,100.0,550.0
Mico Layout,3,1670.0,3.0,59.0,556.6666666666666
5th Block Hbr Layout,5,1200.0,5.0,205.0,240.0
Sarjapur  Road,4,1240.0,4.0,110.0,310.0
Maheswari Nagar,2,1000.0,2.0,60.0,500.0
Doddabanahalli,2,830.0,2.0,26.0,415.0
Ramagondanahalli,3,1200.0,3.0,56.1,400.0
Sadashiva Nagar,5,9600.0,7.0,2736.0,1920.0
Begur Road,4,2500.0,6.0,122.5,625.0
Haralur Road,2,1140.0,2.0,43.0,570.0
Nagarbhavi,3,1635.0,3.0,85.0,545.0
HSR Layout,2,1120.0,2.0,70.0,560.0
Kamakya Layout,6,2750.0,6.0,200.0,458.3333333333333
Sector 7 HSR Layout,3,1760.0,3.0,185.0,586.6666666666666
Harlur,3,2137.0,3.0,110.0,712.3333333333334
Hennur Road,2,973.0,2.0,50.74,486.5
Kundalahalli,3,1724.0,3.0,146.0,574.6666666666666
Banashankari,2,1020.0,2.0,40.79,510.0
Hsr layout sector3,4,1200.0,4.0,375.0,300.0
Electronic City,1,750.0,1.0,35.0,750.0
Kambipura,2,883.0,2.0,49.0,441.5
Thyagraj Nagar,2,660.0,2.0,76.0,330.0
Ramagondanahalli,4,2787.0,5.0,220.0,696.75
Devasthanagalu,3,1470.0,2.0,60.0,490.0
Electronics City Phase 1,2,891.0,2.0,24.95,445.5
"Sarjapur Road, ",2,1275.0,2.0,76.0,637.5
Kothanur,3,1787.0,3.0,120.0,595.6666666666666
8th Phase JP Nagar,5,1730.0,5.0,75.0,346.0
Sarjapur  Road,2,1320.0,2.0,110.0,660.0
Yeshwanthpur,3,1692.0,3.0,108.0,564.0
Bannerghatta Road,3,1400.0,3.0,69.0,466.6666666666667
Sarjapur  Road,2,1115.0,2.0,50.0,557.5
Whitefield,2,1370.0,2.0,56.0,685.0
Thirumenahalli,3,1602.0,3.0,56.0,534.0
"Hoodi Circle, ",1,793.0,1.0,40.0,793.0
GM Palaya,1,675.0,1.0,35.0,675.0
Chikka Tirupathi,4,3250.0,4.0,136.0,812.5
Whitefield,2,1050.0,2.0,43.0,525.0
Jalahalli East,2,1035.0,2.0,42.5,517.5
Sarjapur  Road,3,1200.0,2.0,44.0,400.0
Sarjapur  Road,3,1800.0,3.0,128.0,600.0
Green Glen Layout,3,1625.0,3.0,70.0,541.6666666666666
Electronics City Phase 1,2,1032.0,2.0,31.99,516.0
Whitefield,3,1496.0,2.0,71.81,498.6666666666667
Kothnoor Dinne,2,1100.0,2.0,38.0,550.0
Kundalahalli,3,1500.0,3.0,50.0,500.0
Electronic City Phase II,2,1125.0,2.0,32.63,562.5
Chikka Banaswadi,3,1555.0,3.0,73.0,518.3333333333334
Amruthahalli,2,1025.0,2.0,42.0,512.5
Hennur Road,3,1482.0,2.0,83.73,494.0
Banagirinagar,3,1630.0,2.0,130.0,543.3333333333334
Arekere,2,900.0,2.0,44.5,450.0
Yelahanka,3,1355.0,2.0,75.0,451.6666666666667
1st Block Koramangala,4,2360.0,4.0,601.0,590.0
Akshaya Nagar,2,1200.0,2.0,45.0,600.0
Suraksha Nagar,3,1563.0,3.0,63.0,521.0
Medaralli,4,1344.0,4.0,84.0,336.0
6th block Koramangala,3,3000.0,3.0,400.0,1000.0
5th Phase JP Nagar,2,812.0,2.0,42.0,406.0
Basaveshwara Nagar,2,1200.0,2.0,70.0,600.0
Yelahanka,4,3175.0,4.0,156.0,793.75
Marathahalli,2,1360.0,2.0,101.0,680.0
Hegde Nagar,3,1835.0,3.0,88.0,611.6666666666666
Rachenahalli,3,1756.0,3.0,110.0,585.3333333333334
8th Phase JP Nagar,3,1296.0,2.0,51.83,432.0
Haralur Road,2,1300.0,2.0,75.0,650.0
Anandapura,2,1141.0,2.0,50.0,570.5
Poorna Pragna Layout,3,1270.0,2.0,50.79,423.3333333333333
Electronic City,2,1210.0,2.0,55.0,605.0
Hormavu,2,1310.0,2.0,67.0,655.0
Ejipura,5,1356.0,5.0,139.0,271.2
Magadi Road,3,1187.0,2.0,55.195,395.6666666666667
Gubbalala,3,1745.0,3.0,140.0,581.6666666666666
KR Puram,5,1200.0,5.0,125.0,240.0
Raja Rajeshwari Nagar,2,1050.0,2.0,37.0,525.0
Banashankari,4,2400.0,4.0,500.0,600.0
Electronic City Phase II,2,1140.0,2.0,34.0,570.0
Varthur,2,1210.0,2.0,54.0,605.0
Kasavanhalli,3,2035.0,3.0,142.0,678.3333333333334
Sarjapur,1,633.0,1.0,17.09,633.0
Amruthahalli,1,485.0,1.0,19.5,485.0
Varthur,2,1112.0,2.0,40.0,556.0
Ullal Uppanagar,2,1200.0,2.0,82.0,600.0
Sarjapur  Road,3,2275.0,4.0,187.0,758.3333333333334
Doddanakundi Industrial Area 2,3,1419.0,3.0,85.0,473.0
Sri Sai Layout,2,1195.0,2.0,42.4,597.5
Versova Layout,3,2020.0,3.0,270.0,673.3333333333334
Kundalahalli,2,1047.0,2.0,91.0,523.5
Thanisandra,3,1884.0,4.0,117.0,628.0
Malleshpalya,3,1200.0,3.0,149.0,400.0
Bannerghatta Road,2,905.0,2.0,58.0,452.5
JP Nagar,3,1500.0,2.0,108.0,500.0
Chikkajala,1,850.0,1.0,50.0,850.0
Bommasandra Industrial Area,2,1125.0,2.0,32.49,562.5
Tindlu,2,1165.0,2.0,59.8,582.5
Maruthi Sevanagar,2,933.0,2.0,55.0,466.5
Hennur Road,3,1305.0,2.0,77.0,435.0
Billekahalli,2,1125.0,2.0,65.0,562.5
BSM Extension,2,865.0,2.0,33.0,432.5
Jigani,3,1245.0,3.0,66.0,415.0
Kalyan nagar,2,8840.0,2.0,300.0,4420.0
Udayagiri,3,1145.0,2.0,60.0,381.6666666666667
AECS Layout,3,2000.0,3.0,90.0,666.6666666666666
Hosa Road,1,625.0,1.0,43.68,625.0
Kundalahalli,3,1724.0,3.0,128.0,574.6666666666666
Madiwala,1,400.0,1.0,75.0,400.0
Sarjapur  Road,3,1270.0,2.0,54.0,423.3333333333333
Madiwala,3,1250.0,3.0,39.5,416.6666666666667
Jakkur,3,1485.0,3.0,72.0,495.0
Shankarapuram,2,823.0,2.0,80.0,411.5
7th Phase JP Nagar,2,990.0,2.0,50.0,495.0
TC Palaya,3,1200.0,2.0,66.0,400.0
Kothanur,2,1185.0,2.0,59.0,592.5
Kadubeesanahalli,2,1140.0,2.0,78.0,570.0
Ambedkar Nagar,3,1950.0,4.0,120.0,650.0
Yelahanka,3,1756.0,3.0,125.0,585.3333333333334
Kumaraswami Layout,4,2600.0,4.0,300.0,650.0
